/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/center_2019_07_21_21_56_59_864.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/left_2019_07_21_21_56_59_864.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/right_2019_07_21_21_56_59_864.jpg,0,0,0,3.542465
/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/center_2019_07_21_21_56_59_936.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/left_2019_07_21_21_56_59_936.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/right_2019_07_21_21_56_59_936.jpg,0,0,0,3.513998
/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/center_2019_07_21_21_57_00_006.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/left_2019_07_21_21_57_00_006.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/right_2019_07_21_21_57_00_006.jpg,0,0,0,3.492797
/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/center_2019_07_21_21_57_00_076.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/left_2019_07_21_21_57_00_076.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/right_2019_07_21_21_57_00_076.jpg,0,0,0,3.464729
/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/center_2019_07_21_21_57_00_145.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/left_2019_07_21_21_57_00_145.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/right_2019_07_21_21_57_00_145.jpg,0,0,0,3.443825
/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/center_2019_07_21_21_57_00_216.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/left_2019_07_21_21_57_00_216.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/right_2019_07_21_21_57_00_216.jpg,0,0,0,3.416151
/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/center_2019_07_21_21_57_00_283.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/left_2019_07_21_21_57_00_283.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/right_2019_07_21_21_57_00_283.jpg,0,0,0,3.395541
/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/center_2019_07_21_21_57_00_354.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/left_2019_07_21_21_57_00_354.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/right_2019_07_21_21_57_00_354.jpg,0,0,0,3.375056
/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/center_2019_07_21_21_57_00_422.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/left_2019_07_21_21_57_00_422.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/right_2019_07_21_21_57_00_422.jpg,0,0,0,3.347933
/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/center_2019_07_21_21_57_00_490.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/left_2019_07_21_21_57_00_490.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/right_2019_07_21_21_57_00_490.jpg,0,0,0,3.327735
/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/center_2019_07_21_21_57_00_562.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/left_2019_07_21_21_57_00_562.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/right_2019_07_21_21_57_00_562.jpg,0,0,0,3.300993
/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/center_2019_07_21_21_57_00_633.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/left_2019_07_21_21_57_00_633.jpg,/Users/kajal/Udacity/project/behaviorCloning/toughTrackTrainingData/IMG/right_2019_07_21_21_57_00_633.jpg,0,0,0,3.281078
